,0
342,8
343,8
344,9
345,2
346,3
347,0
348,6
349,2
350,9
351,2
352,6
353,0
354,6
355,0
356,4
357,5
358,8
359,0
360,0
361,8
362,6
363,8
364,9
365,2
366,3
367,4
368,8
369,6
370,8
371,0
372,1
373,9
374,0
375,3
376,8
377,1
378,9
379,7
380,6
381,6
382,2
383,9
384,2
385,2
386,9
387,5
388,3
389,5
390,0
391,3
392,7
393,9
394,8
395,0
396,9
397,0
398,1
399,5
400,3
401,7
402,5
403,9
404,2
405,1
406,7
407,5
408,3
409,1
410,9
411,8
412,6
413,5
414,9
415,8
416,5
417,6
418,9
419,8
420,0
421,9
422,7
423,4
424,4
425,2
426,2
427,8
428,5
429,4
430,8
431,5
432,1
433,8
434,8
435,7
436,1
437,7
438,2
439,0
440,0
441,2
442,0
443,9
444,0
445,9
446,9
447,5
448,7
449,1
450,5
451,8
452,0
453,9
454,0
455,6
456,1
457,3
458,9
459,7
460,6
461,7
462,0
463,0
464,8
465,7
466,1
467,1
468,4
469,2
470,9
471,8
472,2
473,3
474,6
475,1
476,6
477,5
478,3
479,9
480,1
481,4
482,5
483,5
484,7
485,8
486,8
487,1
488,9
489,0
490,6
491,8
492,4
493,4
494,6
495,9
496,8
497,5
498,0
499,3
500,3
501,3
502,3
503,0
504,4
505,5
506,9
507,9
508,9
509,0
510,2
511,8
512,9
513,7
514,1
515,2
516,5
517,0
518,3
519,7
520,8
521,9
522,4
523,5
524,0
525,5
526,7
527,0
528,7
529,3
530,2
531,9
532,9
533,0
534,2
535,0
536,3
537,9
538,6
539,5
540,7
541,9
542,9
543,6
544,3
545,6
546,1
547,2
548,8
549,8
550,6
551,2
552,9
553,2
554,5
555,0
556,1
557,3
558,4
559,3
560,2
561,0
562,7
563,8
564,2
565,5
566,5
567,9
568,9
569,2
570,5
571,7
572,3
573,5
574,5
575,8
576,6
577,0
578,6
579,2
580,6
581,2
582,5
583,8
584,5
585,0
586,4
587,4
588,8
589,8
590,9
591,3
592,7
593,5
594,2
595,1
596,0
597,4
598,7
599,5
600,8
601,8
602,9
603,6
604,9
605,4
606,8
607,4
608,8
609,6
610,8
611,8
612,1
613,4
614,7
615,5
616,1
617,8
618,1
619,6
620,5
621,3
622,4
623,3
624,5
625,7
626,6
627,6
628,7
629,2
630,0
631,1
632,2
633,2
634,5
635,7
636,9
637,7
638,9
639,2
640,4
641,7
642,0
643,3
644,1
645,6
646,9
647,7
648,0
649,1
650,7
651,7
652,2
653,8
654,0
655,5
656,7
657,1
658,2
659,6
660,4
661,2
662,0
663,0
664,6
665,8
666,5
667,7
668,7
669,5
670,6
671,3
672,3
673,7
674,5
675,4
676,2
677,5
678,0
679,7
680,2
681,4
682,2
683,4
684,2
685,7
686,4
687,9
688,1
689,6
690,2
691,7
692,3
693,7
694,8
695,1
696,7
697,2
698,2
699,0
700,6
701,2
702,5
703,8
704,5
705,9
706,9
707,9
708,7
709,4
710,1
711,1
712,9
713,5
714,4
715,6
716,9
717,1
718,9
719,4
720,7
721,0
722,6
723,3
724,3
725,8
726,3
727,5
728,6
729,7
730,3
731,0
732,0
733,6
734,2
735,3
736,8
737,5
738,8
739,8
740,2
741,9
742,8
743,3
744,1
745,0
746,3
747,3
748,7
749,0
750,2
751,1
752,2
753,8
754,0
755,2
756,6
757,3
758,8
759,4
760,5
761,7
762,9
763,7
764,6
765,9
766,5
767,3
768,3
769,7
770,6
771,2
772,2
773,1
774,3
775,2
776,9
777,4
778,0
779,1
780,6
781,4
782,5
783,3
784,0
785,5
786,7
787,3
788,5
789,1
790,8
791,1
792,0
793,2
794,0
795,4
796,5
797,8
798,6
799,3
800,5
801,2
802,1
803,3
804,4
805,8
806,7
807,5
808,9
809,9
810,0
811,5
812,1
813,8
814,2
815,0
816,5
817,6
818,0
819,4
820,6
821,0
822,4
823,7
824,1
825,4
826,1
827,8
828,1
829,5
830,7
831,8
832,9
833,5
834,8
835,0
836,8
837,2
838,6
839,3
840,3
841,5
842,9
843,5
844,6
845,1
846,7
847,9
848,6
849,8
850,4
851,9
852,4
853,4
854,6
855,5
856,3
857,1
858,3
859,2
860,5
861,7
862,7
863,2
864,8
865,3
866,6
867,8
868,1
869,6
870,0
871,6
872,0
873,6
874,5
875,4
876,3
877,4
878,6
879,4
880,7
881,1
882,7
883,2
884,4
885,1
886,4
887,4
888,8
889,3
890,2
891,4
892,0
893,0
894,7
895,4
896,6
897,0
898,6
899,1
900,9
901,8
902,1
903,0
904,5
905,4
906,8
907,6
908,0
909,9
910,4
911,2
912,5
913,3
914,4
915,5
916,7
917,8
918,8
919,6
920,4
921,4
922,2
923,3
924,8
925,3
926,7
927,7
928,1
929,9
930,1
931,5
932,4
933,2
934,3
935,8
936,4
937,8
938,2
939,1
940,7
941,9
942,5
943,3
944,7
945,1
946,1
947,4
948,5
949,8
950,9
951,0
952,8
953,6
954,8
955,8
956,1
957,6
958,9
959,2
960,1
961,8
962,7
963,5
964,6
965,8
966,6
967,0
968,8
969,0
970,5
971,8
972,6
973,0
974,5
975,0
976,9
977,6
978,1
979,7
980,8
981,6
982,0
983,0
984,1
985,4
986,2
987,8
988,2
989,5
990,2
991,4
992,3
993,2
994,9
995,2
996,8
997,8
998,8
999,2
1000,2
1001,5
1002,4
1003,3
1004,3
1005,5
1006,5
1007,2
1008,2
1009,5
1010,5
1011,2
1012,5
1013,3
1014,8
1015,1
1016,8
1017,2
1018,4
1019,6
1020,8
1021,3
1022,3
1023,7
1024,4
1025,2
1026,4
1027,2
1028,6
1029,7
1030,3
1031,1
1032,6
1033,3
1034,8
1035,8
1036,9
1037,4
1038,1
1039,9
1040,7
1041,4
1042,4
1043,7
1044,4
1045,2
1046,1
1047,9
1048,8
1049,1
1050,5
1051,1
1052,3
1053,6
1054,7
1055,0
1056,4
1057,9
1058,4
1059,5
1060,5
1061,8
1062,4
1063,8
1064,9
1065,6
1066,2
1067,2
1068,7
1069,2
1070,1
1071,6
1072,8
1073,9
1074,1
1075,5
1076,1
1077,6
1078,9
1079,6
1080,6
1081,1
1082,4
1083,7
1084,0
1085,7
1086,4
1087,1
1088,0
1089,7
1090,7
1091,3
1092,1
1093,8
1094,4
1095,8
1096,0
1097,2
1098,3
1099,0
1100,7
1101,4
1102,2
1103,4
1104,2
1105,4
1106,9
1107,9
1108,9
1109,3
1110,0
1111,8
1112,1
1113,3
1114,4
1115,8
1116,4
1117,6
1118,8
1119,7
1120,2
1121,8
1122,3
1123,8
1124,6
1125,7
1126,1
1127,2
1128,2
1129,8
1130,9
1131,6
1132,5
1133,9
1134,9
1135,9
1136,4
1137,1
1138,1
1139,6
1140,5
1141,6
1142,2
1143,9
1144,8
1145,7
1146,4
1147,5
1148,0
1149,7
1150,0
1151,8
1152,6
1153,8
1154,8
1155,7
1156,9
1157,9
1158,3
1159,0
1160,9
1161,4
1162,2
1163,8
1164,6
1165,3
1166,9
1167,6
1168,9
1169,8
1170,1
1171,1
1172,4
1173,2
1174,0
1175,0
1176,5
1177,1
1178,9
1179,1
1180,9
1181,5
1182,4
1183,5
1184,9
1185,0
1186,5
1187,5
1188,8
1189,6
1190,9
1191,7
1192,9
1193,1
1194,6
1195,5
1196,3
1197,2
1198,0
1199,4
1200,3
1201,4
1202,0
1203,5
1204,8
1205,5
1206,0
1207,1
1208,0
1209,7
1210,9
1211,1
1212,6
1213,3
1214,2
1215,7
1216,8
1217,4
1218,9
1219,2
1220,8
1221,0
1222,1
1223,6
1224,5
1225,0
1226,2
1227,7
1228,9
1229,4
1230,2
1231,6
1232,7
1233,0
1234,8
1235,2
1236,1
1237,8
1238,2
1239,3
1240,1
1241,5
1242,6
1243,1
1244,8
1245,1
1246,6
1247,1
1248,0
1249,1
1250,3
1251,6
1252,3
1253,3
1254,8
1255,0
1256,1
1257,0
1258,4
1259,6
1260,0
1261,5
1262,3
1263,8
1264,3
1265,5
1266,5
1267,6
1268,0
1269,9
1270,8
1271,1
1272,6
1273,2
1274,6
1275,1
1276,3
1277,3
1278,4
1279,1
1280,8
1281,5
1282,4
1283,7
1284,7
1285,8
1286,6
1287,2
1288,2
1289,2
1290,5
1291,9
1292,4
1293,9
1294,8
1295,3
1296,9
1297,3
1298,3
1299,1
1300,5
1301,7
1302,9
1303,9
1304,5
1305,4
1306,6
1307,0
1308,9
1309,4
1310,3
1311,7
1312,1
1313,6
1314,6
1315,3
1316,0
1317,2
1318,4
1319,5
1320,5
1321,1
1322,8
1323,0
1324,4
1325,5
1326,6
1327,1
1328,8
1329,6
1330,0
1331,6
1332,0
1333,0
1334,0
1335,4
1336,3
1337,4
1338,6
1339,9
1340,8
1341,6
1342,7
1343,1
1344,8
1345,8
1346,5
1347,1
1348,5
1349,8
1350,3
1351,9
1352,0
1353,8
1354,6
1355,7
1356,7
1357,3
1358,3
1359,3
1360,0
1361,1
1362,3
1363,5
1364,1
1365,0
1366,4
1367,5
1368,7
1369,3
1370,8
1371,1
1372,1
1373,1
1374,5
1375,2
1376,1
1377,7
1378,9
1379,8
1380,5
1381,0
1382,4
1383,4
1384,0
1385,4
1386,0
1387,6
1388,2
1389,9
1390,9
1391,5
1392,7
1393,4
1394,0
1395,4
1396,4
1397,5
1398,4
1399,5
1400,5
1401,9
1402,1
1403,6
1404,0
1405,6
1406,2
1407,0
1408,9
1409,4
1410,7
1411,7
1412,4
1413,3
1414,6
1415,5
1416,8
1417,1
1418,9
1419,0
1420,8
1421,4
1422,3
1423,3
1424,6
1425,8
1426,3
1427,3
1428,1
1429,5
1430,8
1431,8
1432,6
1433,8
1434,2
1435,5
1436,6
1437,2
1438,1
1439,5
1440,6
1441,0
1442,5
1443,9
1444,7
1445,4
1446,5
1447,2
1448,1
1449,3
1450,0
1451,0
1452,8
1453,3
1454,8
1455,0
1456,8
1457,3
1458,4
1459,6
1460,0
1461,9
1462,9
1463,9
1464,2
1465,8
1466,6
1467,5
1468,5
1469,1
1470,9
1471,5
1472,9
1473,0
1474,1
1475,8
1476,4
1477,3
1478,2
1479,3
1480,6
1481,1
1482,6
1483,3
1484,8
1485,6
1486,6
1487,1
1488,3
1489,1
1490,6
1491,2
1492,3
1493,6
1494,1
1495,2
1496,6
1497,8
1498,5
1499,2
1500,5
1501,2
1502,9
1503,6
1504,6
1505,4
1506,2
1507,7
1508,5
1509,7
1510,7
1511,8
1512,9
1513,6
1514,9
1515,2
1516,2
1517,1
1518,1
1519,4
1520,7
1521,1
1522,8
1523,6
1524,2
1525,0
1526,7
1527,3
1528,0
1529,1
1530,1
1531,3
1532,0
1533,5
1534,9
1535,5
1536,6
1537,4
1538,3
1539,2
1540,8
1541,3
1542,6
1543,3
1544,9
1545,7
1546,0
1547,9
1548,5
1549,0
1550,1
1551,1
1552,8
1553,5
1554,1
1555,6
1556,5
1557,9
1558,9
1559,0
1560,5
1561,4
1562,9
1563,0
1564,7
1565,1
1566,4
1567,1
1568,7
1569,2
1570,4
1571,0
1572,8
1573,0
1574,2
1575,7
1576,2
1577,4
1578,2
1579,7
1580,5
1581,9
1582,5
1583,8
1584,8
1585,3
1586,0
1587,6
1588,0
1589,3
1590,6
1591,1
1592,0
1593,9
1594,4
1595,5
1596,6
1597,1
1598,0
1599,2
1600,7
1601,9
1602,0
1603,6
1604,7
1605,2
1606,5
1607,3
1608,1
1609,3
1610,8
1611,9
1612,5
1613,2
1614,6
1615,3
1616,5
1617,1
1618,0
1619,5
1620,6
1621,7
1622,2
1623,3
1624,3
1625,3
1626,9
1627,3
1628,6
1629,2
1630,1
1631,9
1632,7
1633,0
1634,7
1635,5
1636,7
1637,1
1638,5
1639,5
1640,3
1641,7
1642,8
1643,4
1644,3
1645,5
1646,6
1647,7
1648,0
1649,1
1650,8
1651,2
1652,1
1653,5
1654,9
1655,7
1656,8
1657,6
1658,6
1659,5
1660,9
1661,1
1662,5
1663,7
1664,1
1665,6
1666,4
1667,1
1668,9
1669,9
1670,1
1671,8
1672,4
1673,2
1674,3
1675,2
1676,2
1677,4
1678,3
1679,5
1680,1
1681,1
1682,4
1683,5
1684,5
1685,6
1686,2
1687,9
1688,9
1689,8
1690,6
1691,1
1692,2
1693,6
1694,5
1695,0
1696,0
1697,5
1698,7
1699,0
1700,9
1701,4
1702,1
1703,5
1704,0
1705,6
1706,8
1707,3
1708,5
1709,3
1710,8
1711,4
1712,5
1713,9
1714,8
1715,8
1716,2
1717,6
1718,1
1719,2
1720,7
1721,9
1722,6
1723,9
1724,0
1725,1
1726,7
1727,1
1728,3
1729,6
1730,5
1731,4
1732,2
1733,3
1734,1
1735,9
1736,3
1737,2
1738,8
1739,0
1740,5
1741,6
1742,1
1743,5
1744,9
1745,7
1746,9
1747,2
1748,8
1749,9
1750,0
1751,3
1752,1
1753,5
1754,0
1755,2
1756,5
1757,7
1758,6
1759,4
1760,8
1761,9
1762,1
1763,8
1764,8
1765,9
1766,4
1767,6
1768,1
1769,3
1770,5
1771,3
1772,3
1773,1
1774,9
1775,5
1776,0
1777,7
1778,5
1779,6
1780,4
1781,4
1782,8
1783,1
1784,7
1785,6
1786,8
1787,4
1788,2
1789,0
1790,8
1791,0
1792,7
1793,2
1794,6
1795,0
1796,4
1797,1
1798,0
1799,6
1800,5
1801,6
1802,6
1803,0
1804,6
1805,0
1806,8
1807,6
1808,5
1809,0
1810,1
1811,0
1812,4
1813,3
1814,2
1815,3
1816,4
1817,9
1818,6
1819,4
1820,8
1821,6
1822,6
1823,1
1824,9
1825,0
1826,2
1827,1
1828,5
1829,4
1830,7
1831,7
1832,3
1833,7
1834,0
1835,3
1836,9
1837,1
1838,8
1839,5
1840,1
1841,5
1842,9
1843,0
1844,0
1845,8
1846,8
1847,8
1848,5
1849,6
1850,2
1851,3
1852,5
1853,8
1854,0
1855,1
1856,9
1857,7
1858,6
1859,0
1860,9
1861,0
1862,5
1863,1
1864,5
1865,7
1866,4
1867,0
1868,5
1869,1
1870,4
1871,9
1872,3
1873,0
1874,8
1875,2
1876,8
1877,9
1878,3
1879,4
1880,2
1881,1
1882,5
1883,9
1884,5
1885,9
1886,0
1887,4
1888,5
1889,1
1890,7
1891,2
1892,6
1893,6
1894,3
1895,8
1896,9
1897,4
1898,8
1899,2
1900,6
1901,0
1902,0
1903,2
1904,9
1905,1
1906,0
1907,9
1908,7
1909,6
1910,7
1911,7
1912,9
1913,2
1914,6
1915,0
1916,9
1917,9
1918,0
1919,8
1920,9
1921,5
1922,6
1923,6
1924,7
1925,6
1926,7
1927,4
1928,1
1929,5
1930,2
1931,6
1932,7
1933,1
1934,1
1935,0
1936,0
1937,1
1938,3
1939,6
1940,6
1941,5
1942,8
1943,8
1944,2
1945,3
1946,0
1947,2
1948,4
1949,7
1950,7
1951,0
1952,6
1953,4
1954,8
1955,3
1956,5
1957,3
1958,7
1959,0
1960,9
1961,1
1962,2
1963,4
1964,0
1965,8
1966,8
1967,2
1968,6
1969,0
1970,5
1971,8
1972,4
1973,7
1974,8
1975,7
1976,6
1977,0
1978,2
1979,8
1980,4
1981,4
1982,4
1983,6
1984,9
1985,3
1986,3
1987,0
1988,9
1989,5
1990,6
1991,9
1992,9
1993,4
1994,1
1995,2
1996,6
1997,8
1998,9
1999,1
2000,1
2001,9
2002,5
2003,8
2004,2
2005,6
2006,1
2007,0
2008,4
2009,6
2010,3
2011,0
2012,5
2013,0
2014,7
2015,8
2016,0
2017,2
2018,9
2019,2
2020,1
2021,3
2022,6
2023,0
2024,6
2025,8
2026,0
2027,4
2028,3
2029,8
2030,3
2031,4
2032,8
2033,9
2034,8
2035,7
2036,2
2037,9
2038,8
2039,1
2040,3
2041,9
2042,1
2043,6
2044,7
2045,5
2046,6
2047,2
2048,8
2049,9
2050,0
2051,0
2052,9
2053,5
2054,3
2055,1
2056,0
2057,9
2058,1
2059,5
2060,4
2061,8
2062,6
2063,1
2064,5
2065,0
2066,2
2067,1
2068,8
2069,5
2070,1
2071,7
2072,4
2073,2
2074,2
2075,6
2076,3
2077,2
2078,0
2079,2
2080,7
2081,2
2082,1
2083,6
2084,2
2085,5
2086,0
2087,6
2088,0
2089,0
2090,2
2091,1
2092,6
2093,5
2094,4
2095,7
2096,8
2097,9
2098,0
2099,0
2100,7
2101,6
2102,0
2103,1
2104,0
2105,1
2106,5
2107,4
2108,1
2109,2
2110,2
2111,7
2112,9
2113,0
2114,2
2115,2
2116,6
2117,7
2118,2
2119,8
2120,0
2121,6
2122,0
2123,0
2124,5
2125,9
2126,1
2127,5
2128,4
2129,9
2130,3
2131,8
2132,2
2133,9
2134,1
2135,0
2136,1
2137,0
2138,3
2139,9
2140,2
2141,4
2142,6
2143,4
2144,8
2145,9
2146,0
2147,6
2148,3
2149,6
2150,9
2151,8
2152,6
2153,8
2154,2
2155,7
2156,9
2157,6
2158,0
2159,7
2160,5
2161,0
2162,2
2163,6
2164,3
2165,7
2166,4
2167,3
2168,1
2169,9
2170,3
2171,2
2172,3
2173,0
2174,4
2175,3
2176,6
2177,3
2178,7
2179,4
2180,7
2181,4
2182,4
2183,7
2184,9
2185,3
2186,9
2187,4
2188,0
2189,1
2190,8
2191,4
2192,8
2193,7
2194,0
2195,3
2196,6
2197,5
2198,5
2199,9
2200,1
2201,5
2202,0
2203,4
2204,2
2205,9
2206,7
2207,4
2208,0
2209,8
2210,9
2211,3
2212,5
2213,7
2214,6
2215,0
2216,1
2217,9
2218,6
2219,3
2220,0
2221,1
2222,5
2223,6
2224,8
2225,3
2226,0
2227,5
2228,8
2229,4
2230,5
2231,1
2232,3
2233,5
2234,5
2235,2
2236,7
2237,3
2238,8
2239,1
2240,5
2241,3
2242,8
2243,2
2244,1
2245,5
2246,4
2247,5
2248,1
2249,3
2250,0
2251,2
2252,1
2253,4
2254,1
2255,6
2256,0
2257,4
2258,9
2259,2
2260,3
2261,8
2262,2
2263,0
2264,2
2265,3
2266,8
2267,7
2268,1
2269,7
2270,8
2271,6
2272,4
2273,2
2274,7
2275,8
2276,2
2277,5
2278,5
2279,7
2280,0
2281,8
2282,4
2283,5
2284,4
2285,0
2286,4
2287,9
2288,8
2289,3
2290,5
2291,0
2292,1
2293,8
2294,9
2295,2
2296,6
2297,0
2298,9
2299,0
2300,0
2301,0
2302,2
2303,6
2304,0
2305,7
2306,0
2307,0
2308,7
2309,9
2310,3
2311,3
2312,3
2313,9
2314,8
2315,7
2316,2
2317,7
2318,8
2319,0
2320,4
2321,2
2322,8
2323,4
2324,9
2325,9
2326,4
2327,1
2328,8
2329,5
2330,0
2331,5
2332,2
2333,6
2334,7
2335,8
2336,7
2337,0
2338,0
2339,0
2340,0
2341,5
2342,6
2343,4
2344,2
2345,1
2346,1
2347,8
2348,9
2349,7
2350,4
2351,7
2352,5
2353,3
2354,8
2355,7
2356,9
2357,9
2358,3
2359,0
2360,1
2361,0
2362,1
2363,3
2364,0
2365,7
2366,1
2367,5
2368,5
2369,6
2370,7
2371,5
2372,6
2373,4
2374,1
2375,4
2376,1
2377,0
2378,8
2379,7
2380,2
2381,8
2382,8
2383,6
2384,3
2385,9
2386,7
2387,3
2388,7
2389,3
2390,6
2391,7
2392,1
2393,4
2394,9
2395,4
2396,5
2397,8
2398,8
2399,9
2400,7
2401,1
2402,6
2403,3
2404,6
2405,6
2406,9
2407,1
2408,7
2409,1
2410,9
2411,4
2412,6
2413,8
2414,5
2415,8
2416,7
2417,4
2418,3
2419,8
2420,3
2421,1
2422,4
2423,2
2424,3
2425,5
2426,5
2427,0
2428,7
2429,3
2430,1
2431,2
2432,7
2433,4
2434,2
2435,6
2436,7
2437,6
2438,6
2439,3
2440,0
2441,2
2442,8
2443,0
2444,6
2445,2
2446,5
2447,6
2448,4
2449,6
2450,9
2451,7
2452,8
2453,6
2454,7
2455,5
2456,1
2457,5
2458,8
2459,0
2460,9
2461,3
2462,9
2463,2
2464,4
2465,5
2466,4
2467,0
2468,0
2469,4
2470,6
2471,0
2472,7
2473,7
2474,3
2475,0
2476,4
2477,1
2478,8
2479,9
2480,3
2481,0
2482,1
2483,6
2484,9
2485,3
2486,0
2487,6
2488,5
2489,2
2490,9
2491,6
2492,7
2493,8
2494,1
2495,1
2496,0
2497,4
2498,6
2499,5
2500,5
2501,6
2502,2
2503,3
2504,6
2505,1
2506,6
2507,0
2508,8
2509,8
2510,0
2511,4
2512,4
2513,5
2514,8
2515,7
2516,4
2517,1
2518,0
2519,9
2520,7
2521,3
2522,6
2523,9
2524,4
2525,7
2526,7
2527,6
2528,6
2529,9
2530,9
2531,5
2532,6
2533,6
2534,4
2535,9
2536,7
2537,7
2538,3
2539,6
2540,3
2541,0
2542,7
2543,3
2544,7
2545,6
2546,3
2547,8
2548,1
2549,3
2550,7
2551,4
2552,6
2553,6
2554,5
2555,7
2556,8
2557,6
2558,9
2559,8
2560,4
2561,8
2562,0
2563,0
2564,3
2565,9
2566,1
2567,7
2568,0
2569,9
2570,7
2571,5
2572,3
2573,9
2574,9
2575,2
2576,9
2577,3
2578,1
2579,0
2580,2
2581,4
2582,7
2583,1
2584,6
2585,4
2586,7
2587,5
2588,0
2589,4
2590,5
2591,0
2592,4
2593,7
2594,6
2595,2
2596,8
2597,8
2598,0
2599,9
2600,8
2601,2
2602,5
2603,4
2604,8
2605,6
2606,3
2607,6
2608,3
2609,0
2610,2
2611,9
2612,4
2613,1
2614,5
2615,5
2616,3
2617,4
2618,5
2619,7
2620,4
2621,3
2622,3
2623,4
2624,4
2625,0
2626,9
2627,1
2628,4
2629,8
2630,1
2631,2
2632,9
2633,9
2634,9
2635,3
2636,5
2637,3
2638,7
2639,3
2640,6
2641,0
2642,1
2643,9
2644,6
2645,4
2646,5
2647,1
2648,1
2649,3
2650,2
2651,2
2652,7
2653,1
2654,8
2655,0
2656,4
2657,7
2658,2
2659,7
2660,1
2661,8
2662,5
2663,5
2664,8
2665,7
2666,8
2667,2
2668,4
2669,2
2670,1
2671,7
2672,8
2673,8
2674,2
2675,7
2676,1
2677,9
2678,0
2679,5
2680,9
2681,9
2682,1
2683,6
2684,3
2685,3
2686,7
2687,5
2688,5
2689,7
2690,7
2691,9
2692,0
2693,1
2694,0
2695,4
2696,1
2697,3
2698,5
2699,7
2700,5
2701,0
2702,7
2703,2
2704,6
2705,4
2706,1
2707,7
2708,9
2709,9
2710,5
2711,7
2712,2
2713,8
2714,4
2715,1
2716,2
2717,0
2718,4
2719,3
2720,0
2721,9
2722,5
2723,2
2724,1
2725,2
2726,9
2727,2
2728,2
2729,7
2730,0
2731,8
2732,0
2733,3
2734,2
2735,4
2736,8
2737,2
2738,5
2739,3
2740,3
2741,6
2742,0
2743,2
2744,1
2745,4
2746,8
2747,6
2748,2
2749,1
2750,5
2751,0
2752,2
2753,8
2754,6
2755,0
2756,5
2757,3
2758,8
2759,6
2760,9
2761,7
2762,2
2763,4
2764,8
2765,6
2766,1
2767,9
2768,2
2769,0
2770,9
2771,2
2772,3
2773,6
2774,0
2775,3
2776,1
2777,4
2778,6
2779,8
2780,5
2781,6
2782,1
2783,5
2784,0
2785,4
2786,5
2787,6
2788,1
2789,5
2790,4
2791,0
2792,8
2793,5
2794,9
2795,3
2796,6
2797,7
2798,0
2799,5
2800,8
2801,8
2802,9
2803,9
2804,7
2805,7
2806,7
2807,6
2808,2
2809,7
2810,4
2811,5
2812,2
2813,9
2814,5
2815,3
2816,5
2817,0
2818,0
2819,5
2820,4
2821,4
2822,0
2823,3
2824,6
2825,9
2826,4
2827,9
2828,6
2829,8
2830,9
2831,2
2832,2
2833,7
2834,0
2835,8
2836,0
2837,7
2838,4
2839,4
2840,2
2841,8
2842,1
2843,6
2844,7
2845,5
2846,9
2847,9
2848,8
2849,4
2850,9
2851,6
2852,1
2853,9
2854,2
2855,1
2856,1
2857,0
2858,0
2859,6
2860,3
2861,8
2862,9
2863,1
2864,2
2865,2
2866,4
2867,9
2868,4
2869,1
2870,2
2871,4
2872,9
2873,2
2874,4
2875,1
2876,4
2877,8
2878,5
2879,9
2880,1
2881,8
2882,6
2883,0
2884,2
2885,1
2886,3
2887,3
2888,2
2889,6
2890,1
2891,8
2892,1
2893,2
2894,8
2895,0
2896,1
2897,1
2898,9
2899,4
2900,9
2901,9
2902,4
2903,9
2904,2
2905,3
2906,5
2907,4
2908,3
2909,6
2910,5
2911,4
2912,8
2913,6
2914,1
2915,0
2916,9
2917,8
2918,5
2919,1
2920,6
2921,1
2922,1
2923,0
2924,3
2925,5
2926,8
2927,4
2928,5
2929,0
2930,4
2931,6
2932,5
2933,0
2934,1
2935,2
2936,9
2937,6
2938,0
2939,6
2940,1
2941,8
2942,2
2943,8
2944,4
2945,5
2946,6
2947,0
2948,7
2949,0
2950,1
2951,5
2952,5
2953,3
2954,2
2955,8
2956,4
2957,1
2958,8
2959,6
2960,6
2961,3
2962,8
2963,7
2964,7
2965,6
2966,8
2967,4
2968,6
2969,8
2970,0
2971,8
2972,2
2973,4
2974,6
2975,6
2976,6
2977,4
2978,4
2979,0
2980,0
2981,3
2982,7
2983,8
2984,7
2985,2
2986,9
2987,8
2988,1
2989,9
2990,9
2991,5
2992,7
2993,4
2994,4
2995,4
2996,0
2997,9
